order_date,product,category,region,channel,sales_rep,units,unit_price,discount,revenue
2025-05-28,Aurora Laptop 16,Laptops,East,Partner,M. Silva,9,1699.0,0,12232.8
2025-05-29,Pulse Earbuds,Audio,South,Online,K. Tanaka,4,129.0,0.15,504.39
2025-05-29,Vertex Monitor 32,Displays,East,Online,M. Silva,5,549.0,0.1,2841.07
2025-05-29,Nimbus Tablet Mini,Tablets,South,Retail,M. Silva,1,429.0,0,386.1
2025-05-29,Nimbus Tablet 11,Tablets,South,Partner,K. Tanaka,9,649.0,0.1,4205.52
2025-05-30,Aurora Laptop 14,Laptops,South,Partner,L. Dubois,5,1299.0,0,5196.0
2025-05-30,Nimbus Tablet Mini,Tablets,North,Retail,M. Silva,11,429.0,0,4247.1
2025-05-30,Pulse Earbuds,Audio,South,Partner,M. Silva,8,129.0,0,825.6
2025-05-30,Vertex Monitor 32,Displays,North,Retail,M. Silva,8,549.0,0,3952.8
2025-05-30,Aurora Laptop 16,Laptops,North,Online,K. Tanaka,13,1699.0,0.05,24130.05
2025-05-30,Vertex Monitor 27,Displays,South,Retail,K. Tanaka,2,379.0,0.1,613.98
2025-05-31,Vertex Monitor 32,Displays,South,Online,A. Rahman,3,549.0,0.05,1799.35
2025-05-31,Aurora Laptop 14,Laptops,East,Online,M. Silva,2,1299.0,0,2987.7
2025-06-01,Vertex Monitor 27,Displays,South,Partner,L. Dubois,7,379.0,0,2122.4
2025-06-01,Aurora Laptop 16,Laptops,East,Partner,A. Rahman,9,1699.0,0.15,10397.88
2025-06-01,Vertex Monitor 27,Displays,South,Partner,J. Okafor,3,379.0,0.05,864.12
2025-06-02,Aurora Laptop 16,Laptops,East,Online,L. Dubois,9,1699.0,0.1,15826.18
2025-06-02,Pulse Headphones,Audio,East,Retail,A. Rahman,5,249.0,0,1120.5
2025-06-03,Vertex Monitor 27,Displays,West,Online,M. Silva,5,379.0,0,2179.25
2025-06-03,Cobalt Mouse,Accessories,West,Online,A. Rahman,5,59.0,0,339.25
2025-06-04,Nimbus Tablet 11,Tablets,East,Online,K. Tanaka,4,649.0,0.05,2836.13
2025-06-04,Vertex Monitor 32,Displays,East,Online,L. Dubois,6,549.0,0.15,3219.88
2025-06-04,Vertex Monitor 27,Displays,South,Retail,A. Rahman,6,379.0,0.05,1944.27
2025-06-05,Vertex Monitor 32,Displays,West,Retail,M. Silva,3,549.0,0,1482.3
2025-06-05,Cobalt Mouse,Accessories,North,Online,M. Silva,7,59.0,0,474.95
2025-06-05,Cobalt Keyboard,Accessories,West,Partner,L. Dubois,1,89.0,0,71.2
2025-06-05,Aurora Laptop 14,Laptops,West,Partner,L. Dubois,2,1299.0,0.05,1974.48
2025-06-06,Vertex Monitor 32,Displays,East,Online,A. Rahman,8,549.0,0.05,4798.26
2025-06-06,Cobalt Keyboard,Accessories,South,Online,J. Okafor,7,89.0,0,716.45
2025-06-06,Nimbus Tablet Mini,Tablets,South,Online,A. Rahman,4,429.0,0.05,1874.73
2025-06-07,Nimbus Tablet Mini,Tablets,South,Partner,A. Rahman,3,429.0,0,1029.6
2025-06-07,Vertex Monitor 27,Displays,West,Partner,M. Silva,8,379.0,0,2425.6
2025-06-07,Cobalt Keyboard,Accessories,West,Online,K. Tanaka,4,89.0,0.1,368.46
2025-06-07,Aurora Laptop 16,Laptops,West,Online,L. Dubois,1,1699.0,0,1953.85
2025-06-07,Cobalt Mouse,Accessories,North,Online,L. Dubois,4,59.0,0,271.4
2025-06-08,Vertex Monitor 27,Displays,East,Retail,K. Tanaka,4,379.0,0.15,1159.74
2025-06-08,Cobalt Mouse,Accessories,West,Online,L. Dubois,4,59.0,0.1,244.26
2025-06-08,Vertex Monitor 27,Displays,North,Retail,J. Okafor,7,379.0,0,2387.7
2025-06-08,Aurora Laptop 14,Laptops,West,Retail,M. Silva,4,1299.0,0,4676.4
2025-06-09,Vertex Monitor 32,Displays,North,Online,M. Silva,7,549.0,0,4419.45
2025-06-09,Vertex Monitor 32,Displays,East,Retail,J. Okafor,5,549.0,0,2470.5
2025-06-09,Vertex Monitor 32,Displays,South,Retail,K. Tanaka,1,549.0,0.15,419.99
2025-06-09,Cobalt Keyboard,Accessories,East,Online,L. Dubois,4,89.0,0,409.4
2025-06-10,Nimbus Tablet 11,Tablets,North,Online,J. Okafor,7,649.0,0,5224.45
2025-06-10,Aurora Laptop 14,Laptops,South,Online,J. Okafor,1,1299.0,0.15,1269.77
2025-06-10,Pulse Headphones,Audio,East,Retail,K. Tanaka,8,249.0,0.1,1613.52
2025-06-10,Aurora Laptop 16,Laptops,North,Online,K. Tanaka,3,1699.0,0,5861.55
2025-06-10,Cobalt Mouse,Accessories,East,Retail,M. Silva,9,59.0,0,477.9
2025-06-11,Pulse Headphones,Audio,North,Retail,J. Okafor,14,249.0,0,3137.4
2025-06-11,Nimbus Tablet Mini,Tablets,South,Retail,K. Tanaka,6,429.0,0.15,1969.11
2025-06-12,Aurora Laptop 14,Laptops,North,Retail,A. Rahman,12,1299.0,0.1,12626.28
2025-06-12,Nimbus Tablet Mini,Tablets,East,Partner,M. Silva,3,429.0,0,1029.6
2025-06-12,Vertex Monitor 27,Displays,West,Retail,L. Dubois,3,379.0,0,1023.3
2025-06-12,Cobalt Mouse,Accessories,West,Partner,A. Rahman,6,59.0,0,283.2
2025-06-12,Cobalt Keyboard,Accessories,East,Partner,A. Rahman,3,89.0,0,213.6
2025-06-12,Vertex Monitor 32,Displays,North,Retail,M. Silva,3,549.0,0,1482.3
2025-06-13,Pulse Headphones,Audio,East,Online,L. Dubois,9,249.0,0,2577.15
2025-06-13,Vertex Monitor 27,Displays,East,Partner,A. Rahman,10,379.0,0,3032.0
2025-06-13,Vertex Monitor 32,Displays,East,Retail,A. Rahman,8,549.0,0.15,3359.88
2025-06-13,Cobalt Mouse,Accessories,South,Retail,J. Okafor,3,59.0,0.15,135.41
2025-06-14,Vertex Monitor 32,Displays,East,Partner,L. Dubois,3,549.0,0.15,1119.96
2025-06-14,Nimbus Tablet 11,Tablets,East,Online,J. Okafor,5,649.0,0.05,3545.16
2025-06-14,Pulse Headphones,Audio,South,Partner,M. Silva,5,249.0,0,996.0
2025-06-14,Nimbus Tablet Mini,Tablets,East,Retail,M. Silva,2,429.0,0,772.2
2025-06-14,Pulse Headphones,Audio,East,Retail,L. Dubois,5,249.0,0.15,952.43
2025-06-14,Cobalt Mouse,Accessories,North,Retail,L. Dubois,2,59.0,0,106.2
2025-06-15,Vertex Monitor 27,Displays,East,Retail,J. Okafor,8,379.0,0,2728.8
2025-06-15,Pulse Earbuds,Audio,West,Partner,J. Okafor,5,129.0,0.05,490.2
2025-06-16,Nimbus Tablet 11,Tablets,North,Retail,A. Rahman,2,649.0,0,1168.2
2025-06-16,Aurora Laptop 14,Laptops,West,Retail,J. Okafor,12,1299.0,0,14029.2
2025-06-16,Cobalt Mouse,Accessories,South,Retail,L. Dubois,6,59.0,0,318.6
2025-06-16,Vertex Monitor 27,Displays,West,Retail,K. Tanaka,1,379.0,0.05,324.05
2025-06-17,Aurora Laptop 14,Laptops,North,Partner,M. Silva,8,1299.0,0,8313.6
2025-06-17,Cobalt Keyboard,Accessories,South,Online,A. Rahman,7,89.0,0.15,608.98
2025-06-17,Nimbus Tablet Mini,Tablets,South,Partner,K. Tanaka,6,429.0,0,2059.2
2025-06-17,Cobalt Keyboard,Accessories,East,Online,A. Rahman,4,89.0,0,409.4
2025-06-17,Pulse Headphones,Audio,East,Retail,K. Tanaka,5,249.0,0,1120.5
2025-06-18,Pulse Earbuds,Audio,West,Retail,J. Okafor,1,129.0,0,116.1
2025-06-18,Vertex Monitor 27,Displays,North,Online,A. Rahman,9,379.0,0,3922.65
2025-06-18,Cobalt Mouse,Accessories,South,Online,A. Rahman,12,59.0,0,814.2
2025-06-19,Pulse Headphones,Audio,North,Partner,A. Rahman,13,249.0,0.15,2201.16
2025-06-19,Aurora Laptop 14,Laptops,North,Retail,K. Tanaka,7,1299.0,0.05,7774.52
2025-06-19,Aurora Laptop 16,Laptops,East,Retail,A. Rahman,5,1699.0,0.15,6498.68
2025-06-19,Pulse Headphones,Audio,West,Partner,L. Dubois,3,249.0,0,597.6
2025-06-19,Pulse Headphones,Audio,South,Retail,L. Dubois,5,249.0,0.15,952.43
2025-06-20,Pulse Headphones,Audio,North,Online,J. Okafor,5,249.0,0.05,1360.16
2025-06-20,Cobalt Mouse,Accessories,South,Retail,K. Tanaka,8,59.0,0,424.8
2025-06-21,Nimbus Tablet 11,Tablets,North,Partner,J. Okafor,1,649.0,0.05,493.24
2025-06-21,Vertex Monitor 32,Displays,East,Online,L. Dubois,7,549.0,0,4419.45
2025-06-21,Vertex Monitor 32,Displays,South,Online,A. Rahman,3,549.0,0.1,1704.64
2025-06-21,Aurora Laptop 16,Laptops,East,Partner,M. Silva,5,1699.0,0,6796.0
2025-06-22,Aurora Laptop 14,Laptops,North,Online,M. Silva,13,1299.0,0,19420.05
2025-06-22,Pulse Earbuds,Audio,East,Retail,A. Rahman,4,129.0,0,464.4
2025-06-22,Nimbus Tablet 11,Tablets,South,Retail,K. Tanaka,2,649.0,0,1168.2
2025-06-22,Cobalt Mouse,Accessories,East,Partner,A. Rahman,7,59.0,0,330.4
2025-06-22,Vertex Monitor 27,Displays,West,Retail,K. Tanaka,6,379.0,0,2046.6
2025-06-23,Vertex Monitor 27,Displays,South,Online,A. Rahman,7,379.0,0,3050.95
2025-06-23,Vertex Monitor 27,Displays,West,Partner,K. Tanaka,9,379.0,0.15,2319.48
2025-06-23,Nimbus Tablet 11,Tablets,West,Retail,J. Okafor,1,649.0,0.15,496.49
2025-06-23,Vertex Monitor 32,Displays,West,Online,K. Tanaka,2,549.0,0.05,1199.56
2025-06-23,Aurora Laptop 14,Laptops,North,Retail,L. Dubois,7,1299.0,0.15,6956.15
2025-06-24,Cobalt Mouse,Accessories,South,Partner,L. Dubois,4,59.0,0,188.8
2025-06-24,Cobalt Keyboard,Accessories,North,Retail,K. Tanaka,6,89.0,0,480.6
2025-06-24,Nimbus Tablet 11,Tablets,North,Online,J. Okafor,5,649.0,0.15,3171.99
2025-06-24,Cobalt Keyboard,Accessories,West,Retail,M. Silva,6,89.0,0.05,456.57
2025-06-24,Nimbus Tablet Mini,Tablets,East,Retail,L. Dubois,5,429.0,0,1930.5
2025-06-24,Nimbus Tablet Mini,Tablets,West,Retail,L. Dubois,6,429.0,0.05,2200.77
2025-06-25,Aurora Laptop 16,Laptops,West,Retail,A. Rahman,4,1699.0,0,6116.4
2025-06-25,Vertex Monitor 32,Displays,North,Online,A. Rahman,6,549.0,0.1,3409.29
2025-06-25,Aurora Laptop 16,Laptops,East,Partner,J. Okafor,6,1699.0,0.1,7339.68
2025-06-25,Vertex Monitor 32,Displays,East,Retail,M. Silva,8,549.0,0.05,3755.16
2025-06-25,Cobalt Keyboard,Accessories,West,Partner,M. Silva,1,89.0,0.15,60.52
2025-06-26,Aurora Laptop 16,Laptops,North,Partner,M. Silva,8,1699.0,0.15,9242.56
2025-06-26,Cobalt Keyboard,Accessories,East,Partner,A. Rahman,9,89.0,0,640.8
2025-06-26,Nimbus Tablet 11,Tablets,West,Online,A. Rahman,7,649.0,0.05,4963.23
2025-06-26,Pulse Headphones,Audio,South,Online,K. Tanaka,1,249.0,0,286.35
2025-06-26,Nimbus Tablet Mini,Tablets,West,Online,A. Rahman,5,429.0,0.05,2343.41
2025-06-27,Aurora Laptop 16,Laptops,West,Retail,L. Dubois,4,1699.0,0.15,5198.94
2025-06-27,Cobalt Keyboard,Accessories,South,Retail,K. Tanaka,9,89.0,0.1,648.81
2025-06-27,Cobalt Mouse,Accessories,West,Partner,L. Dubois,5,59.0,0,236.0
2025-06-27,Nimbus Tablet 11,Tablets,South,Online,L. Dubois,2,649.0,0,1492.7
2025-06-27,Vertex Monitor 27,Displays,West,Partner,J. Okafor,8,379.0,0.15,2061.76
2025-06-27,Pulse Headphones,Audio,West,Retail,J. Okafor,8,249.0,0,1792.8
2025-06-28,Cobalt Mouse,Accessories,East,Partner,M. Silva,3,59.0,0.1,127.44
2025-06-28,Cobalt Keyboard,Accessories,South,Online,M. Silva,4,89.0,0.15,347.99
2025-06-28,Nimbus Tablet 11,Tablets,South,Partner,M. Silva,6,649.0,0.1,2803.68
2025-06-28,Aurora Laptop 16,Laptops,East,Partner,K. Tanaka,1,1699.0,0.15,1155.32
2025-06-28,Cobalt Keyboard,Accessories,East,Retail,L. Dubois,4,89.0,0,320.4
2025-06-29,Aurora Laptop 14,Laptops,West,Online,J. Okafor,4,1299.0,0,5975.4
2025-06-29,Pulse Headphones,Audio,East,Online,M. Silva,4,249.0,0,1145.4
2025-06-30,Cobalt Keyboard,Accessories,North,Retail,L. Dubois,8,89.0,0.15,544.68
2025-06-30,Nimbus Tablet Mini,Tablets,West,Online,M. Silva,4,429.0,0.1,1776.06
2025-06-30,Aurora Laptop 14,Laptops,West,Retail,M. Silva,1,1299.0,0.15,993.73
2025-07-01,Aurora Laptop 14,Laptops,North,Partner,J. Okafor,10,1299.0,0,10392.0
2025-07-01,Cobalt Mouse,Accessories,West,Online,M. Silva,9,59.0,0.15,519.05
2025-07-01,Cobalt Mouse,Accessories,South,Partner,M. Silva,2,59.0,0,94.4
2025-07-01,Vertex Monitor 32,Displays,South,Partner,L. Dubois,10,549.0,0.15,3733.2
2025-07-01,Aurora Laptop 16,Laptops,West,Online,M. Silva,8,1699.0,0.05,14849.26
2025-07-01,Cobalt Keyboard,Accessories,East,Online,M. Silva,9,89.0,0,921.15
2025-07-02,Nimbus Tablet 11,Tablets,North,Online,L. Dubois,13,649.0,0,9702.55
2025-07-02,Aurora Laptop 14,Laptops,East,Retail,M. Silva,7,1299.0,0,8183.7
2025-07-02,Cobalt Keyboard,Accessories,South,Online,A. Rahman,1,89.0,0.1,92.12
2025-07-02,Cobalt Keyboard,Accessories,South,Retail,J. Okafor,2,89.0,0,160.2
2025-07-02,Nimbus Tablet Mini,Tablets,East,Retail,M. Silva,5,429.0,0,1930.5
2025-07-03,Cobalt Mouse,Accessories,West,Partner,A. Rahman,9,59.0,0,424.8
2025-07-03,Pulse Earbuds,Audio,West,Online,L. Dubois,1,129.0,0.15,126.1
2025-07-03,Cobalt Mouse,Accessories,South,Online,K. Tanaka,4,59.0,0,271.4
2025-07-04,Cobalt Keyboard,Accessories,East,Online,M. Silva,3,89.0,0.1,276.34
2025-07-04,Cobalt Keyboard,Accessories,West,Retail,M. Silva,11,89.0,0,881.1
2025-07-04,Cobalt Keyboard,Accessories,North,Online,L. Dubois,9,89.0,0,921.15
2025-07-04,Cobalt Keyboard,Accessories,North,Partner,K. Tanaka,12,89.0,0,854.4
2025-07-05,Nimbus Tablet Mini,Tablets,West,Partner,J. Okafor,5,429.0,0,1716.0
2025-07-05,Aurora Laptop 14,Laptops,West,Partner,J. Okafor,3,1299.0,0,3117.6
2025-07-06,Cobalt Keyboard,Accessories,North,Partner,M. Silva,6,89.0,0,427.2
2025-07-06,Vertex Monitor 27,Displays,West,Retail,K. Tanaka,2,379.0,0,682.2
2025-07-06,Aurora Laptop 16,Laptops,North,Partner,L. Dubois,3,1699.0,0.15,3465.96
2025-07-06,Aurora Laptop 16,Laptops,North,Partner,A. Rahman,6,1699.0,0.1,7339.68
2025-07-07,Pulse Headphones,Audio,North,Retail,K. Tanaka,4,249.0,0.05,851.58
2025-07-07,Vertex Monitor 27,Displays,North,Retail,K. Tanaka,8,379.0,0.15,2319.48
2025-07-07,Cobalt Keyboard,Accessories,East,Partner,M. Silva,8,89.0,0,569.6
2025-07-07,Pulse Earbuds,Audio,North,Partner,A. Rahman,8,129.0,0,825.6
2025-07-08,Cobalt Mouse,Accessories,West,Partner,A. Rahman,4,59.0,0.1,169.92
2025-07-08,Pulse Headphones,Audio,South,Partner,K. Tanaka,4,249.0,0,796.8
2025-07-08,Cobalt Keyboard,Accessories,South,Online,J. Okafor,1,89.0,0,102.35
2025-07-08,Cobalt Mouse,Accessories,East,Online,A. Rahman,9,59.0,0.1,549.59
2025-07-08,Cobalt Keyboard,Accessories,West,Partner,A. Rahman,8,89.0,0.1,512.64
2025-07-08,Pulse Headphones,Audio,North,Retail,M. Silva,12,249.0,0.05,2554.74
2025-07-09,Nimbus Tablet 11,Tablets,South,Online,L. Dubois,7,649.0,0,5224.45
2025-07-09,Aurora Laptop 16,Laptops,South,Retail,M. Silva,2,1699.0,0.15,2599.47
2025-07-09,Cobalt Mouse,Accessories,South,Partner,M. Silva,5,59.0,0.1,212.4
2025-07-09,Pulse Earbuds,Audio,West,Online,K. Tanaka,7,129.0,0,1038.45
2025-07-10,Pulse Earbuds,Audio,South,Partner,M. Silva,5,129.0,0.15,438.6
2025-07-10,Vertex Monitor 32,Displays,West,Retail,A. Rahman,4,549.0,0.1,1778.76
2025-07-10,Nimbus Tablet 11,Tablets,North,Retail,L. Dubois,9,649.0,0,5256.9
2025-07-10,Nimbus Tablet Mini,Tablets,East,Partner,A. Rahman,7,429.0,0,2402.4
2025-07-11,Aurora Laptop 14,Laptops,West,Partner,A. Rahman,4,1299.0,0,4156.8
2025-07-11,Cobalt Keyboard,Accessories,East,Partner,J. Okafor,9,89.0,0.15,544.68
2025-07-11,Pulse Earbuds,Audio,West,Online,M. Silva,3,129.0,0.1,400.54
2025-07-11,Nimbus Tablet 11,Tablets,West,Partner,A. Rahman,2,649.0,0.1,934.56
2025-07-11,Nimbus Tablet Mini,Tablets,South,Partner,K. Tanaka,4,429.0,0,1372.8
2025-07-11,Nimbus Tablet 11,Tablets,South,Partner,K. Tanaka,8,649.0,0,4153.6
2025-07-12,Aurora Laptop 14,Laptops,South,Retail,A. Rahman,2,1299.0,0,2338.2
2025-07-12,Pulse Headphones,Audio,East,Online,K. Tanaka,5,249.0,0,1431.75
2025-07-12,Vertex Monitor 32,Displays,West,Online,M. Silva,4,549.0,0,2525.4
2025-07-12,Aurora Laptop 16,Laptops,East,Partner,K. Tanaka,4,1699.0,0,5436.8
2025-07-13,Pulse Earbuds,Audio,North,Partner,K. Tanaka,8,129.0,0,825.6
2025-07-13,Nimbus Tablet Mini,Tablets,West,Retail,L. Dubois,4,429.0,0.05,1467.18
2025-07-13,Aurora Laptop 14,Laptops,South,Retail,J. Okafor,2,1299.0,0,2338.2
2025-07-13,Aurora Laptop 16,Laptops,East,Online,A. Rahman,5,1699.0,0.1,8792.32
2025-07-13,Nimbus Tablet Mini,Tablets,West,Retail,A. Rahman,4,429.0,0.15,1312.74
2025-07-14,Vertex Monitor 32,Displays,West,Online,A. Rahman,2,549.0,0.05,1199.56
2025-07-14,Nimbus Tablet Mini,Tablets,North,Online,L. Dubois,4,429.0,0.1,1776.06
2025-07-14,Nimbus Tablet 11,Tablets,South,Partner,A. Rahman,1,649.0,0,519.2
2025-07-14,Nimbus Tablet 11,Tablets,East,Online,K. Tanaka,5,649.0,0.1,3358.57
2025-07-14,Cobalt Mouse,Accessories,North,Partner,J. Okafor,6,59.0,0,283.2
2025-07-15,Cobalt Mouse,Accessories,West,Retail,J. Okafor,1,59.0,0,53.1
2025-07-15,Vertex Monitor 27,Displays,South,Partner,L. Dubois,5,379.0,0.15,1288.6
2025-07-15,Pulse Headphones,Audio,South,Partner,M. Silva,3,249.0,0.15,507.96
2025-07-15,Vertex Monitor 32,Displays,North,Online,J. Okafor,6,549.0,0,3788.1
2025-07-15,Cobalt Keyboard,Accessories,West,Online,A. Rahman,6,89.0,0.1,552.69
2025-07-16,Vertex Monitor 32,Displays,North,Partner,J. Okafor,5,549.0,0.05,2086.2
2025-07-16,Cobalt Mouse,Accessories,North,Partner,K. Tanaka,7,59.0,0.15,280.84
2025-07-16,Cobalt Keyboard,Accessories,West,Retail,J. Okafor,8,89.0,0.05,608.76
2025-07-17,Vertex Monitor 27,Displays,East,Partner,L. Dubois,2,379.0,0.15,515.44
2025-07-17,Aurora Laptop 16,Laptops,West,Online,M. Silva,5,1699.0,0,9769.25
2025-07-17,Cobalt Mouse,Accessories,West,Retail,A. Rahman,10,59.0,0,531.0
2025-07-17,Aurora Laptop 14,Laptops,North,Partner,M. Silva,12,1299.0,0.15,10599.84
2025-07-17,Vertex Monitor 27,Displays,East,Online,K. Tanaka,6,379.0,0,2615.1
2025-07-18,Pulse Headphones,Audio,East,Partner,K. Tanaka,3,249.0,0,597.6
2025-07-18,Nimbus Tablet Mini,Tablets,West,Partner,K. Tanaka,6,429.0,0.1,1853.28
2025-07-18,Nimbus Tablet 11,Tablets,East,Partner,L. Dubois,4,649.0,0,2076.8
2025-07-18,Pulse Earbuds,Audio,West,Partner,A. Rahman,4,129.0,0,412.8
2025-07-18,Nimbus Tablet Mini,Tablets,West,Partner,K. Tanaka,6,429.0,0.1,1853.28
2025-07-18,Pulse Earbuds,Audio,North,Online,A. Rahman,6,129.0,0.05,845.59
2025-07-19,Nimbus Tablet 11,Tablets,West,Partner,M. Silva,3,649.0,0,1557.6
2025-07-19,Aurora Laptop 16,Laptops,North,Partner,K. Tanaka,5,1699.0,0.05,6456.2
2025-07-20,Cobalt Keyboard,Accessories,East,Partner,K. Tanaka,5,89.0,0,356.0
2025-07-20,Vertex Monitor 32,Displays,North,Online,L. Dubois,5,549.0,0.15,2683.24
2025-07-20,Pulse Headphones,Audio,South,Online,J. Okafor,4,249.0,0.15,973.59
2025-07-20,Cobalt Mouse,Accessories,South,Partner,M. Silva,1,59.0,0,47.2
2025-07-20,Nimbus Tablet Mini,Tablets,North,Online,M. Silva,7,429.0,0.05,3280.78
2025-07-20,Vertex Monitor 27,Displays,West,Partner,L. Dubois,4,379.0,0,1212.8
2025-07-21,Aurora Laptop 16,Laptops,North,Partner,M. Silva,5,1699.0,0.1,6116.4
2025-07-21,Pulse Earbuds,Audio,East,Online,J. Okafor,12,129.0,0.1,1602.18
2025-07-22,Vertex Monitor 27,Displays,North,Retail,A. Rahman,9,379.0,0.1,2762.91
2025-07-22,Cobalt Keyboard,Accessories,East,Retail,L. Dubois,9,89.0,0,720.9
2025-07-22,Pulse Headphones,Audio,East,Partner,J. Okafor,3,249.0,0.05,567.72
2025-07-22,Pulse Earbuds,Audio,West,Partner,L. Dubois,6,129.0,0.05,588.24
2025-07-22,Aurora Laptop 14,Laptops,West,Online,J. Okafor,5,1299.0,0,7469.25
2025-07-23,Vertex Monitor 27,Displays,East,Partner,A. Rahman,9,379.0,0.1,2455.92
2025-07-23,Pulse Headphones,Audio,South,Retail,A. Rahman,8,249.0,0,1792.8
2025-07-23,Cobalt Keyboard,Accessories,South,Retail,M. Silva,7,89.0,0,560.7
2025-07-23,Nimbus Tablet Mini,Tablets,East,Online,K. Tanaka,10,429.0,0,4933.5
2025-07-24,Nimbus Tablet Mini,Tablets,South,Retail,J. Okafor,3,429.0,0,1158.3
2025-07-24,Nimbus Tablet Mini,Tablets,South,Partner,A. Rahman,2,429.0,0,686.4
2025-07-24,Vertex Monitor 32,Displays,North,Partner,K. Tanaka,12,549.0,0,5270.4
2025-07-25,Cobalt Mouse,Accessories,East,Retail,M. Silva,11,59.0,0.1,525.69
2025-07-25,Vertex Monitor 32,Displays,South,Partner,K. Tanaka,1,549.0,0,439.2
2025-07-25,Nimbus Tablet Mini,Tablets,South,Online,A. Rahman,2,429.0,0.1,888.03
2025-07-25,Cobalt Keyboard,Accessories,East,Retail,J. Okafor,5,89.0,0.15,340.43
2025-07-26,Aurora Laptop 16,Laptops,West,Retail,K. Tanaka,3,1699.0,0,4587.3
2025-07-26,Cobalt Mouse,Accessories,North,Retail,L. Dubois,4,59.0,0,212.4
2025-07-26,Pulse Headphones,Audio,South,Partner,M. Silva,3,249.0,0.1,537.84
2025-07-26,Pulse Earbuds,Audio,South,Retail,J. Okafor,4,129.0,0.05,441.18
2025-07-26,Vertex Monitor 27,Displays,East,Retail,L. Dubois,5,379.0,0,1705.5
2025-07-27,Cobalt Mouse,Accessories,South,Online,M. Silva,2,59.0,0.15,115.34
2025-07-27,Nimbus Tablet Mini,Tablets,West,Retail,J. Okafor,5,429.0,0.15,1640.92
2025-07-27,Vertex Monitor 32,Displays,North,Online,K. Tanaka,9,549.0,0.05,5398.04
2025-07-28,Cobalt Keyboard,Accessories,East,Retail,A. Rahman,5,89.0,0.1,360.45
2025-07-28,Vertex Monitor 27,Displays,North,Partner,A. Rahman,12,379.0,0,3638.4
2025-07-28,Nimbus Tablet Mini,Tablets,East,Retail,M. Silva,7,429.0,0.15,2297.29
2025-07-29,Pulse Earbuds,Audio,East,Partner,M. Silva,5,129.0,0.1,464.4
2025-07-29,Pulse Earbuds,Audio,North,Retail,J. Okafor,12,129.0,0.1,1253.88
2025-07-29,Cobalt Mouse,Accessories,South,Retail,M. Silva,8,59.0,0,424.8
2025-07-29,Cobalt Keyboard,Accessories,West,Partner,M. Silva,4,89.0,0.1,256.32
2025-07-30,Nimbus Tablet 11,Tablets,South,Partner,K. Tanaka,5,649.0,0,2596.0
2025-07-30,Cobalt Mouse,Accessories,West,Online,M. Silva,7,59.0,0,474.95
2025-07-30,Pulse Headphones,Audio,East,Partner,K. Tanaka,7,249.0,0.15,1185.24
2025-07-30,Pulse Headphones,Audio,West,Retail,K. Tanaka,5,249.0,0.05,1064.48
2025-07-30,Nimbus Tablet 11,Tablets,South,Online,J. Okafor,2,649.0,0,1492.7
2025-07-31,Aurora Laptop 16,Laptops,South,Online,L. Dubois,4,1699.0,0.05,7424.63
2025-07-31,Aurora Laptop 14,Laptops,North,Retail,A. Rahman,8,1299.0,0.1,8417.52
2025-07-31,Aurora Laptop 16,Laptops,East,Partner,M. Silva,8,1699.0,0.05,10329.92
2025-07-31,Nimbus Tablet Mini,Tablets,South,Partner,K. Tanaka,8,429.0,0,2745.6
2025-08-01,Nimbus Tablet 11,Tablets,South,Online,K. Tanaka,7,649.0,0,5224.45
2025-08-01,Vertex Monitor 32,Displays,East,Partner,J. Okafor,6,549.0,0.05,2503.44
2025-08-01,Cobalt Keyboard,Accessories,South,Partner,L. Dubois,2,89.0,0.15,121.04
2025-08-02,Cobalt Keyboard,Accessories,East,Retail,L. Dubois,2,89.0,0.05,152.19
2025-08-02,Nimbus Tablet Mini,Tablets,North,Retail,M. Silva,4,429.0,0,1544.4
2025-08-02,Aurora Laptop 14,Laptops,North,Partner,M. Silva,7,1299.0,0,7274.4
2025-08-02,Pulse Headphones,Audio,West,Partner,M. Silva,8,249.0,0.05,1513.92
2025-08-02,Aurora Laptop 14,Laptops,West,Retail,J. Okafor,4,1299.0,0.1,4208.76
2025-08-03,Cobalt Keyboard,Accessories,East,Online,J. Okafor,2,89.0,0.05,194.46
2025-08-03,Nimbus Tablet 11,Tablets,West,Retail,M. Silva,5,649.0,0,2920.5
2025-08-04,Vertex Monitor 27,Displays,South,Partner,M. Silva,5,379.0,0.15,1288.6
2025-08-04,Pulse Headphones,Audio,East,Retail,A. Rahman,1,249.0,0,224.1
2025-08-05,Nimbus Tablet 11,Tablets,East,Online,L. Dubois,3,649.0,0,2239.05
2025-08-05,Vertex Monitor 32,Displays,South,Retail,J. Okafor,2,549.0,0,988.2
2025-08-05,Aurora Laptop 14,Laptops,North,Online,K. Tanaka,10,1299.0,0,14938.5
2025-08-06,Nimbus Tablet Mini,Tablets,North,Online,K. Tanaka,6,429.0,0,2960.1
2025-08-06,Nimbus Tablet Mini,Tablets,East,Retail,K. Tanaka,4,429.0,0,1544.4
2025-08-07,Pulse Earbuds,Audio,North,Online,M. Silva,13,129.0,0,1928.55
2025-08-07,Vertex Monitor 27,Displays,North,Partner,K. Tanaka,5,379.0,0,1516.0
2025-08-08,Aurora Laptop 16,Laptops,South,Retail,J. Okafor,5,1699.0,0.05,7263.23
2025-08-08,Aurora Laptop 14,Laptops,South,Retail,J. Okafor,4,1299.0,0.15,3974.94
